,business_name,one_line_address,longitude,latitude,street,zip,Industry,line_of_business,category
4421,William A Newman Atty,"1345 AVENUE OF THE AMERICAS, NEW YORK, NY 10105",-73.978389,40.762319,1345 Avenue of the Americas,10105,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4422,Robinson Brog Leinwand Greene Genovese & Gluck PC,"1345 AVENUE OF THE AMERICAS FL 31, NEW YORK, NY 10105",-73.978389,40.762319,1345 Avenue of the Americas Fl 31,10105,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4423,Michael J Driscoll Atty,"1345 AVENUE OF THE AMERICAS, NEW YORK, NY 10105",-73.978389,40.762319,1345 Avenue of the Americas,10105,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4424,Yvette Harmon Atty,"1345 AVENUE OF THE AMERICAS, NEW YORK, NY 10105",-73.978389,40.762319,1345 Avenue of the Americas,10105,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4425,Fox Shawn R,"1345 AVENUE OF THE AMERICAS, NEW YORK, NY 10105",-73.978389,40.762319,1345 Avenue of the Americas,10105,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4426,Benjamin B Iselin Atty,"1345 AVENUE OF THE AMERICAS, NEW YORK, NY 10105",-73.978389,40.762319,1345 Avenue of the Americas,10105,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4427,J Kevin Dougherty Atty,"1345 AVENUE OF THE AMERICAS, NEW YORK, NY 10105",-73.978389,40.762319,1345 Avenue of the Americas,10105,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4428,Biggar Barry Peter,"1345 AVENUE OF THE AMERICAS, NEW YORK, NY 10105",-73.978389,40.762319,1345 Avenue of the Americas,10105,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4429,Safet Metjahic Atty,"1345 AVENUE OF THE AMERICAS, NEW YORK, NY 10105",-73.978389,40.762319,1345 Avenue of the Americas,10105,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4430,Yeh Jennifer Jer-Fen,"1345 AVENUE OF THE AMERICAS, NEW YORK, NY 10105",-73.978389,40.762319,1345 Avenue of the Americas,10105,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4431,Michael L Simes Atty,"1345 AVENUE OF THE AMERICAS, NEW YORK, NY 10105",-73.978389,40.762319,1345 Avenue of the Americas,10105,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4432,Hollis G Barat Atty,"1345 AVENUE OF THE AMERICAS, NEW YORK, NY 10105",-73.978389,40.762319,1345 Avenue of the Americas,10105,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4433,Schekter Rishty Goldstein & Blumenthal Pc,"1345 AVENUE OF THE AMERICAS, NEW YORK, NY 10105",-73.978389,40.762319,1345 Avenue of the Americas,10105,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4434,Stein Rick,"1609 KINGS HIGHWAY STE 9, BROOKLYN, NY 11229",-73.95711999999999,40.60942,1609 Kings Hwy Ste 9,11229,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4435,Southern Law Group,"1425 KINGS HIGHWAY STE 4, BROOKLYN, NY 11229",-73.958462,40.608937,1425 Kings Hwy Ste 4,11229,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4436,Melamed Robert,"1502 KINGS HIGHWAY, BROOKLYN, NY 11229",-73.95809,40.608546000000004,1502 Kings Hwy,11229,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4437,Bisogno & Meyerson,"7018 FORT HAMILTON PARKWAY, BROOKLYN, NY 11228",-74.013622,40.628063,7018 Fort Hamilton Pkwy,11228,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4438,Joseph Visci Law,"8302 13TH AVENUE, BROOKLYN, NY 11228",-74.01247,40.615857,8302 13th Ave,11228,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4439,Hyans Hollis L,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4440,Andrew J Weiner Atty,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4441,Karen L Hagberg Atty,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4442,Jeffrey S Marcus Atty,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4443,Frost E Renee Atty,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4444,Buchanan Inceriol & Rooney,"1290 AVENUE OF THE AMERICAS FL 30, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas Fl 30,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4445,Mark P Ladner Atty,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4446,Jack C Auspitz Atty,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4447,Debra C Freeman Atty,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4448,Robert G Leonard Atty,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4449,J Tobias Donald Atty,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4450,Carl H Loewenson Atty,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4451,Mako Mark,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4452,Gary Wolffr Atty,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4453,Michiko Ito Crampe Atty,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4454,Anthony M Radice Atty,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4455,Eric Rieder Atty,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4456,Champoux Barbara E,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4457,Paul H Frankel Atty,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4458,Kahn Michael Lawrence,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4459,Barbara R Mendelson Atty,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4460,Carroll E Neesemann Atty,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4461,Robinson Silverman Pearce Aronsohn & Berman,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4462,Sullivan & Worcester,"1290 AVENUE OF THE AMERICAS FL 29, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas Fl 29,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4463,Harris Beach LLP,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4464,Bryan Cave LLP,"1290 AVENUE OF THE AMERICAS FL 33, NEW YORK, NY 10119",-73.978881,40.760473,1290 Avenue of the Americas Fl 33,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4465,Steven Stillmell M,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4466,Judith J Poller Atty,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4467,Susan Power Johnston Atty,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4468,Marcus Jeffrey S,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4469,Hollis L Hyans Atty,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4470,David E Baudler Atty,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4471,Gallent M Judith Atty,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4472,Renee Frost E,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4473,Morrison & Foerster,"1290 AVENUE OF THE AMERICAS FL 41, NEW YORK, NY 10119",-73.978881,40.760473,1290 Avenue of the Americas Fl 41,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4474,Peter J Fitzpatrick Aty,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4475,Brian R Brodrick Atty,"666 5TH AVENUE, NEW YORK, NY 10103",-73.976709,40.760372,666 5th Ave,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4476,Jeffery Deutsch Atty,"666 5TH AVENUE, NEW YORK, NY 10103",-73.976709,40.760372,666 5th Ave,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4477,Philip L Guarino Atty,"666 5TH AVENUE, NEW YORK, NY 10103",-73.976709,40.760372,666 5th Ave,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4478,Jeffrey J Shore Atty,"666 5TH AVENUE, NEW YORK, NY 10103",-73.976709,40.760372,666 5th Ave,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4479,Gary Greenberg Atty,"19 WEST 52ND STREET, NEW YORK, NY 10103",-73.976709,40.760372,19 W 52nd St,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4480,Peter Harutunian Atty,"666 5TH AVENUE, NEW YORK, NY 10103",-73.976709,40.760372,666 5th Ave,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4481,Steven M Gerber Atty,"19 WEST 52ND STREET, NEW YORK, NY 10103",-73.976709,40.760372,19 W 52nd St,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4482,Conway & Conway Attys,"19 WEST 52ND STREET, NEW YORK, NY 10103",-73.976709,40.760372,19 W 52nd St,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4483,Andrew J Tunick Atty,"666 5TH AVENUE, NEW YORK, NY 10103",-73.976709,40.760372,666 5th Ave,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4484,Jeremy Richardson Atty,"666 5TH AVENUE, NEW YORK, NY 10103",-73.976709,40.760372,666 5th Ave,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4485,Gary Greenberg Atty,"666 5TH AVENUE, NEW YORK, NY 10103",-73.976709,40.760372,666 5th Ave,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4486,Phillips Nizer,"666 5TH AVENUE, NEW YORK, NY 10103",-73.976709,40.760372,666 5th Ave,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4487,Stephanie Evenchick Atty,"666 5TH AVENUE, NEW YORK, NY 10103",-73.976709,40.760372,666 5th Ave,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4488,Ronald Goldberg Atty,"666 5TH AVENUE, NEW YORK, NY 10103",-73.976709,40.760372,666 5th Ave,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4489,Phillips Nizer,"19 WEST 52ND STREET, NEW YORK, NY 10103",-73.976709,40.760372,19 W 52nd St,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4490,Morton Freilicher Atty,"666 5TH AVENUE, NEW YORK, NY 10103",-73.976709,40.760372,666 5th Ave,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4491,Helen D Chaitman Atty,"666 5TH AVENUE, NEW YORK, NY 10103",-73.976709,40.760372,666 5th Ave,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4492,Michael S Fischman Atty,"666 5TH AVENUE, NEW YORK, NY 10103",-73.976709,40.760372,666 5th Ave,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4493,Jonathan Tillem Atty,"666 5TH AVENUE, NEW YORK, NY 10103",-73.976709,40.760372,666 5th Ave,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4494,Karen A Smith Atty At Law,"19 WEST 52ND STREET, NEW YORK, NY 10103",-73.976709,40.760372,19 W 52nd St,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4495,Donald Kreindler Atty,"666 5TH AVENUE, NEW YORK, NY 10103",-73.976709,40.760372,666 5th Ave,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4496,Baker & Hostetler,"666 5TH AVENUE, NEW YORK, NY 10103",-73.976709,40.760372,666 5th Ave,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4497,Greenberg Gary,"19 WEST 52ND STREET, NEW YORK, NY 10103",-73.976709,40.760372,19 W 52nd St,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4498,Perry S Galler Atty,"666 5TH AVENUE, NEW YORK, NY 10103",-73.976709,40.760372,666 5th Ave,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4499,George R Fearon Atty,"666 5TH AVENUE, NEW YORK, NY 10103",-73.976709,40.760372,666 5th Ave,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4500,Orrick Herrington & Sutcliffe LLP,"19 WEST 52ND STREET, NEW YORK, NY 10103",-73.976709,40.760372,19 W 52nd St,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4501,Baker & Hostetler,"19 WEST 52ND STREET, NEW YORK, NY 10103",-73.976709,40.760372,19 W 52nd St,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4502,Bruce Jay Turkle Atty,"666 5TH AVENUE, NEW YORK, NY 10103",-73.976709,40.760372,666 5th Ave,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4503,Forrester Reasearch Inc,"19 WEST 52ND STREET, NEW YORK, NY 10103",-73.976709,40.760372,19 W 52nd St,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4504,Orrick Herrington & Sutcliff,"666 5TH AVENUE, NEW YORK, NY 10103",-73.976709,40.760372,666 5th Ave,10103,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4505,Jeffreyziff PC,"2875 WEST 8TH STREET, BROOKLYN, NY 11224",-73.975545,40.577926,2875 W 8th St,11224,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4506,Metro P C S,"1426 MERMAID AVENUE, BROOKLYN, NY 11224",-73.9824,40.57677,1426 Mermaid Ave,11224,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4507,Ziff Jeffrey Pc,"2875 WEST 8TH STREET, BROOKLYN, NY 11224",-73.975545,40.577926,2875 W 8th St,11224,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4508,Patruno Frank,"454 AVENUE U, BROOKLYN, NY 11223",-73.967224,40.597395,454 Avenue U,11223,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4509,Law Office of Y Levoritz,"1022 AVENUE P, BROOKLYN, NY 11223",-73.962693,40.609790000000004,1022 Avenue P,11223,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4510,Brown & Malman,"55 EAST 52ND STREET, NEW YORK, NY 10055",-73.973615,40.759078,55 E 52nd St,10055,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4511,Rothschild Allen H,"888 MAIN STREET, NEW YORK, NY 10044",-73.94279499999999,40.768840000000004,888 Main St,10044,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4512,Garland Law Office,"475 MAIN STREET, NEW YORK, NY 10044",-73.95169399999999,40.759787,475 Main St,10044,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4513,Law Office of Rosario & Rodriguez,"86 NAGLE AVENUE, NEW YORK, NY 10040",-73.928083,40.860683,86 Nagle Ave,10040,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4514,Marina Golbert ESQ,"8201 20TH AVENUE STE A, BROOKLYN, NY 11214",-73.995742,40.606640999999996,8201 20th Ave Ste A,11214,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4515,Alexsandr S Cherny & Associates PC,"8778 BAY PARKWAY, BROOKLYN, NY 11214",-73.99779000000001,40.598420000000004,8778 Bay Pkwy,11214,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4516,Raymond G Pecoraro Atty,"7512 18TH AVENUE, BROOKLYN, NY 11214",-73.99652900000001,40.613229,7512 18th Ave,11214,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4517,Jamestown Tenants Corp,"580 84TH STREET, BROOKLYN, NY 11209",-74.023596,40.621528000000005,580 84th St,11209,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4518,Dibona Peter D,"436 BAY RIDGE PARKWAY, BROOKLYN, NY 11209",-74.024215,40.630097,436 Bay Ridge Pkwy,11209,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4519,J Maresca Louis ESQ,"7703 5TH AVENUE, BROOKLYN, NY 11209",-74.023067,40.627646,7703 5th Ave,11209,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4520,Law Office of Fidel Chanine,"366 86TH STREET, BROOKLYN, NY 11209",-74.029135,40.622724,366 86th St,11209,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4521,Steve C Arniotes Atty,"7206 5TH AVENUE, BROOKLYN, NY 11209",-74.022104,40.6316,7206 5th Ave,11209,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4522,Camuso Henry Law Office,"8225 3RD AVENUE, BROOKLYN, NY 11209",-74.029894,40.625859000000005,8225 3rd Ave,11209,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4523,Rubylette Matthew Law,"148 POST AVENUE, NEW YORK, NY 10034",-73.91901700000001,40.865306,148 Post Ave,10034,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4524,Genao Attorney Franklin At Law,"1064 LIBERTY AVENUE, BROOKLYN, NY 11208",-73.869869,40.678079,1064 Liberty Ave,11208,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4525,Kenneth Gilbert Law PLLC,"2297 ADAM CLAYTON POWELL JR BOULEVARD, NEW YORK, NY 10030",-73.943504,40.814962,2297 Adam Clayton Powell Jr Blvd,10030,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4526,Rea Michael,"175 WEST 134TH STREET, NEW YORK, NY 10030",-73.942583,40.814316999999996,175 W 134th St,10030,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4527,Edward F Fordham Atty,"2286 ADAM CLAYTON POWELL JR BOULEVARD, NEW YORK, NY 10030",-73.944387,40.815065000000004,2286 Adam Clayton Powell Jr Blvd,10030,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4528,Rutigliano Emilia PC,"2505 65TH STREET, BROOKLYN, NY 11204",-73.97395,40.60953,2505 65th St,11204,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4529,Sims Robert L Jr,"116 WEST 111TH STREET, NEW YORK, NY 10026",-73.953236,40.799098,116 W 111th St,10026,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4530,Colombus Law Group,"279 WEST 117TH STREET, NEW YORK, NY 10026",-73.954195,40.805153000000004,279 W 117th St,10026,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4531,Jaime Ramirez Lwyr,"751 COMMONWEALTH AVENUE, BRONX, NY 10473",-73.8658,40.82073,751 Commonwealth Ave,10473,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4532,Herbert W Nurnberg Atty,"230 CENTRAL PARK WEST, NEW YORK, NY 10024",-73.97077,40.7836,230 Central Park W,10024,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4533,Davis L,"1862 WATSON AVENUE, BRONX, NY 10472",-73.862371,40.827965,1862 Watson Ave,10472,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4534,Gierer Michael,"4348 KATONAH AVENUE, BRONX, NY 10470",-73.867361,40.900248,4348 Katonah Ave,10470,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4535,Steven G Ehrlich Atty,"331 EAST 75TH STREET, NEW YORK, NY 10021",-73.955152,40.770247,331 E 75th St,10021,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4536,Geoffrey Beene Inc,"13 EAST 69TH STREET, NEW YORK, NY 10021",-73.96708199999999,40.770194000000004,13 E 69th St,10021,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4537,Ola Azeez,"3908 WHITE PLAINS ROAD, BRONX, NY 10466",-73.86115,40.885946999999994,3908 White Plains Rd,10466,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4538,Auchincloss & Lawrence Inc,"610 5TH AVENUE RM 511, NEW YORK, NY 10020",-73.978091,40.758501,610 5th Ave Rm 511,10020,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4539,M Scott Vayer Atty,"612 5TH AVENUE, NEW YORK, NY 10020",-73.97748,40.75846,612 5th Ave,10020,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4540,Galeno Maria T Iwyr,"620 5TH AVENUE, NEW YORK, NY 10020",-73.97748,40.75846,620 5th Ave,10020,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4541,Venable LLP,"1270 AVENUE OF THE AMERICAS FL 7, NEW YORK, NY 10020",-73.98006600000001,40.760201,1270 Avenue of the Americas Fl 7,10020,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4542,Schneider Legal Search,"1230 AVENUE OF THE AMERICAS FL 7, NEW YORK, NY 10020",-73.980068,40.758503999999995,1230 Avenue of the Americas Fl 7,10020,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4543,Robert Fink Atty,"1251 AVENUE OF THE AMERICAS, NEW YORK, NY 10020",-73.981611,40.759972999999995,1251 Avenue of the Americas,10020,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4544,DLA Piper,"1251 AVENUE OF THE AMERICAS FL 45, NEW YORK, NY 10020",-73.981637,40.760078,1251 Avenue of the Americas Fl 45,10020,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4545,Romano Domenic Attorney,"1230 AVENUE OF THE AMERICAS, NEW YORK, NY 10020",-73.980068,40.758503999999995,1230 Avenue of the Americas,10020,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4546,Velie Franklin B Iwyr,"620 5TH AVENUE, NEW YORK, NY 10020",-73.97748,40.75846,620 5th Ave,10020,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4547,David L Clark Lwyr,"620 5TH AVENUE, NEW YORK, NY 10020",-73.97748,40.75846,620 5th Ave,10020,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4548,Clark David L Iwyr,"620 5TH AVENUE, NEW YORK, NY 10020",-73.97748,40.75846,620 5th Ave,10020,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4549,Kenneth W Taber Lwyr,"612 5TH AVENUE, NEW YORK, NY 10020",-73.97748,40.75846,612 5th Ave,10020,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4550,Franklin B Velie Lwyr,"620 5TH AVENUE, NEW YORK, NY 10020",-73.97748,40.75846,620 5th Ave,10020,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4551,Sullivan Daniel J Iwyr,"620 5TH AVENUE, NEW YORK, NY 10020",-73.97748,40.75846,620 5th Ave,10020,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4552,Shenker Judith,"1230 AVENUE OF THE AMERICAS, NEW YORK, NY 10020",-73.980068,40.758503999999995,1230 Avenue of the Americas,10020,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4553,Randolph Bradford M,"1230 AVENUE OF THE AMERICAS, NEW YORK, NY 10020",-73.980068,40.758503999999995,1230 Avenue of the Americas,10020,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4554,Andrew Baer Atty,"123 WEST 49TH STREET, NEW YORK, NY 10019",-73.981611,40.759972999999995,123 W 49th St,10020,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4555,Raymond Steckel Atty,"123 WEST 49TH STREET, NEW YORK, NY 10019",-73.981611,40.759972999999995,123 W 49th St,10020,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4556,Jeffrey J Belovin Atty,"2311 WHITE PLAINS ROAD, BRONX, NY 10467",-73.867676,40.860468,2311 White Plains Rd,10467,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4557,Werbel Phillip A,"3070 BAINBRIDGE AVENUE, BRONX, NY 10467",-73.879374,40.873428000000004,3070 Bainbridge Ave,10467,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
4558,Patrick J Wynne Attorney,"3453 EAST TREMONT AVENUE, BRONX, NY 10465",-73.82722700000001,40.832315,3453 E Tremont Ave,10465,ATTORNEYS,MISC SERVICES,PERSONAL SERVICES
