,business_name,one_line_address,longitude,latitude,street,zip,Industry,line_of_business,category
6113,Garden Works,"4311 19TH AVENUE, ASTORIA, NY 11105",-73.8967,40.776678000000004,4311 19th Ave,11105,LANDSCAPE CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6114,Manhattan Plant Experts,"250 FRONT STREET FRNT, NEW YORK, NY 10038",-74.001058,40.708391999999996,250 Front St Frnt A,10038,LANDSCAPE CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6115,Liberty Landscaping,"19 HALSEY STREET, BROOKLYN, NY 11216",-73.952704,40.681705,19 Halsey St,11216,LANDSCAPE CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6116,Westal Contracting Corp,"37A OLD ALBANY POST ROAD, OSSINING, NY 10562",-73.870901,41.187432,37A Old Albany Post Rd,10562,ROOFING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6117,Charles Stewart Roofing,"5414 74TH STREET, ELMHURST, NY 11373",-73.887693,40.729696000000004,5414 74th St,11373,ROOFING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6118,All Seasons Roofing & Home Improvements Inc,"20 ELM PLACE, STATEN ISLAND, NY 10301",-74.100219,40.614728,20 Elm Pl,10301,ROOFING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6119,United Gc Inc,"52 CASTLETON AVENUE, STATEN ISLAND, NY 10301",-74.085912,40.635038,52 Castleton Ave,10301,ROOFING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6120,Goldman Roofing,"727 MOBILE ROAD, FAR ROCKAWAY, NY 11691",-73.74436999999999,40.604263,727 Mobile Rd,11691,ROOFING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6121,Jeff Nier Roofing,"4007 ATLANTIC AVENUE, BROOKLYN, NY 11224",-74.00646400000001,40.574393,4007 Atlantic Ave,11224,ROOFING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6122,Matus Roofing Co,"2214 SURF AVENUE, BROOKLYN, NY 11224",-73.98914599999999,40.573832,2214 Surf Ave,11224,ROOFING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6123,Eagle G C Roofing,"1684 WEST 1ST STREET, BROOKLYN, NY 11223",-73.974926,40.606716999999996,1684 W 1st St,11223,ROOFING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6124,M & F Roofing,"730 AVENUE Z, BROOKLYN, NY 11223",-73.967232,40.586304999999996,730 Avenue Z,11223,ROOFING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6125,Roof Repairs,"4300 BOSTON ROAD, BRONX, NY 10475",-73.82068000000001,40.889124,4300 Boston Rd,10475,ROOFING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6126,Ventilation Ridge Vents,"5686 RIVERDALE AVENUE, BRONX, NY 10471",-73.903989,40.906463,5686 Riverdale Ave,10471,ROOFING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6127,FedEx Drop Box,"500 EXECUTIVE BOULEVARD, OSSINING, NY 10562",-73.857312,41.183555,500 Executive Blvd,10562,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6128,Domestic Automobile Shipping,"722 WEST 168TH STREET, NEW YORK, NY 10032",-73.94335,40.84245,722 W 168th St,10032,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6129,Z Car Carrier Transportation Company,"4225 QUEENS BOULEVARD, SUNNYSIDE, NY 11104",-73.92167099999999,40.744051,4225 Queens Blvd,11104,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6130,Los Dorados Cargo Yonkers,"417 SOUTH BROADWAY, YONKERS, NY 10705",-73.89649399999999,40.919135,417 S Broadway,10705,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6131,Rockaway Car Shipping & Transport,"8808 ROCKAWAY BEACH BOULEVARD, FAR ROCKAWAY, NY 11693",-73.81349399999999,40.587493,8808 Rockaway Beach Blvd,11693,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6132,FedEx Drop Box,"9501 BRISBIN STREET, JAMAICA, NY 11435",-73.809216,40.696822,9501 Brisbin St,11435,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6133,50 State Car Shipping Service,"7 TELEPORT DRIVE, STATEN ISLAND, NY 10311",-74.175436,40.606815000000005,7 Teleport Dr,10311,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6134,FedEx Drop Box,"120 BROADWAY, NEW YORK, NY 10271",-74.010518,40.708219,120 Broadway,10271,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6135,Broadway Car Shipping,"120 BROADWAY, NEW YORK, NY 10271",-74.010518,40.708219,120 Broadway,10271,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6136,Affordable Car Shipping Service,"120 BROADWAY, NEW YORK, NY 10271",-74.010518,40.708219,120 Broadway,10271,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6137,FedEx Drop Box,"101 PARK AVENUE, NEW YORK, NY 10017",-73.977753,40.750876,101 Park Ave,10178,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6138,American States Auto Shipping,"5 EAST 45TH STREET, NEW YORK, NY 10176",-73.97886899999999,40.755387,5 E 45th St,10176,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6139,American States Auto Shipping,"551 5TH AVENUE, NEW YORK, NY 10176",-73.97886899999999,40.755387,551 5th Ave,10176,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6140,IMC Maritime Group Inc,"521 5TH AVENUE, NEW YORK, NY 10175",-73.979809,40.754171,521 5th Ave,10175,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6141,FedEx Drop Box,"340 MADISON AVENUE, NEW YORK, NY 10173",-73.978953,40.75394,340 Madison Ave,10173,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6142,Genco Shipping & Trading Inc,"299 PARK AVENUE RM 1200, NEW YORK, NY 10171",-73.97413399999999,40.756017,299 Park Ave Rm 1200,10171,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6143,Car Shipping Company,"420 LEXINGTON AVENUE, NEW YORK, NY 10170",-73.975859,40.752696,420 Lexington Ave,10170,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6144,Ship A Car Out of State,"230 PARK AVENUE, NEW YORK, NY 10169",-73.976116,40.754397,230 Park Ave,10169,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6145,FedEx Drop Box,"375 PARK AVENUE, NEW YORK, NY 10152",-73.972146,40.758456,375 Park Ave,10152,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6146,Brooklyn Letter Carriers,"1050 FORBELL STREET, BROOKLYN, NY 11256",-73.86095,40.663905,1050 Forbell St,11256,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6147,FedEx Drop Box,"745 5TH AVENUE, NEW YORK, NY 10151",-73.973179,40.763249,745 5th Ave,10151,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6148,FedEx Drop Box,"225 WEST 34TH STREET, NEW YORK, NY 10122",-73.99170699999999,40.751865,225 W 34th St,10122,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6149,FedEx Office,"16 COURT STREET, BROOKLYN, NY 11201",-73.990861,40.693611,16 Court St,11241,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6150,FedEx Drop Box,"16 COURT STREET, BROOKLYN, NY 11201",-73.990861,40.693611,16 Court St,11241,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6151,Big Truck Car Carrier & Shipping,"2 PENN PLAZA, NEW YORK, NY 10121",-74.001204,40.736639000000004,2 Penn Plz,10121,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6152,FedEx Drop Box,"475 RIVERSIDE DRIVE, NEW YORK, NY 10115",-73.964028,40.810845,475 Riverside Dr,10115,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6153,Federation of Jewish Mens Clubs,"475 RIVERSIDE DRIVE STE 832B, NEW YORK, NY 10115",-73.964028,40.810845,475 Riverside Dr Ste 832B,10115,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6154,Customer Flight Aware,"500 5TH AVENUE STE 2200, NEW YORK, NY 10110",-73.981205,40.753912,500 5th Ave Ste 2200,10110,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6155,FedEx Drop Box,"4436 BEDFORD AVENUE, BROOKLYN, NY 11229",-73.945752,40.5936,4436 Bedford Ave,11229,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6156,FedEx Drop Box,"1290 AVENUE OF THE AMERICAS, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas,10104,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6157,FedEx Office,"1290 AVENUE OF THE AMERICAS FRNT, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas Frnt 3A,10104,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6158,FedEx Drop Box,"666 5TH AVENUE, NEW YORK, NY 10103",-73.976709,40.760372,666 5th Ave,10103,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6159,FedEx Drop Box,"2 WEST LOOP ROAD, NEW YORK, NY 10044",-73.949394,40.762495,2 W Loop Rd,10044,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6160,JM Express Service Corp,"1546 SAINT NICHOLAS AVENUE, NEW YORK, NY 10040",-73.930684,40.853286,1546 Saint Nicholas Ave,10040,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6161,FedEx Drop Box,"5030 BROADWAY, NEW YORK, NY 10034",-73.91705999999999,40.868970000000004,5030 Broadway,10034,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6162,Flatlands Transport LLC,"1065 SHEPHERD AVENUE, BROOKLYN, NY 11208",-73.872551,40.659599,1065 Shepherd Ave,11208,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6163,FedEx Drop Box,"340 BAYCHESTER AVENUE, BRONX, NY 10475",-73.831097,40.867833000000005,340 Baychester Ave,10475,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6164,Dennis Shipping Co Inc,"4354 WHITE PLAINS ROAD, BRONX, NY 10466",-73.85512,40.897079999999995,4354 White Plains Rd,10466,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6165,FedEx Drop Box,"1301 MORRIS PARK AVENUE, BRONX, NY 10461",-73.846202,40.8518,1301 Morris Park Ave,10461,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6166,FedEx Drop Box,"1410 PELHAM PARKWAY SOUTH, BRONX, NY 10461",-73.846944,40.857351,1410 Pelham Pkwy S,10461,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6167,United Enclosed Car Transportation,"953 SOUTHERN BOULEVARD, BRONX, NY 10459",-73.89187,40.82159,953 Southern Blvd,10459,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6168,Laberien Shipping Line,"948 EAST 163RD STREET, BRONX, NY 10459",-73.895895,40.820895,948 E 163rd St,10459,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6169,Auto Truck Shipping & Transport A,"1161 HOE AVENUE, BRONX, NY 10459",-73.891173,40.827759,1161 Hoe Ave,10459,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6170,Eagel Trucking Ship,"612 CRESCENT AVENUE, BRONX, NY 10458",-73.888336,40.853356,612 Crescent Ave,10458,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6171,FedEx Drop Box,"2900 SOUTHERN BOULEVARD, BRONX, NY 10458",-73.877787,40.864337,2900 Southern Blvd,10458,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6172,Awilda Shipping,"4102 108TH STREET, CORONA, NY 11368",-73.858644,40.749824,4102 108th St,11368,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6173,Atlantic Car Shipping Services,"13401 ATLANTIC AVENUE, RICHMOND HILL, NY 11418",-73.815046,40.697327,13401 Atlantic Ave,11418,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6174,FedEx Drop Box,"8625 LEFFERTS BOULEVARD, RICHMOND HILL, NY 11418",-73.83085,40.700538,8625 Lefferts Blvd,11418,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6175,FedEx Drop Box,"2429 45TH STREET, ASTORIA, NY 11103",-73.90648900000001,40.767181,2429 45th St,11103,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6176,Capital Atlantico,"555 5TH AVENUE, NEW YORK, NY 10017",-73.979045,40.755808,555 5th Ave,10017,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6177,FedEx Drop Box,"866 UNITED NATIONS PLAZA, NEW YORK, NY 10017",-73.965891,40.752497,866 United Nations Plz,10017,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6178,River Shipping,"948 COLUMBUS AVENUE, NEW YORK, NY 10025",-73.96289399999999,40.79976,948 Columbus Ave,10025,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6179,E-Ships Inc,"1 WHITEHALL STREET, NEW YORK, NY 10004",-74.01275600000001,40.703809,1 Whitehall St,10004,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6180,FedEx Drop Box,"42 BROADWAY, NEW YORK, NY 10004",-74.01259399999999,40.705989,42 Broadway,10004,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6181,Ny Car Shipping Cmpany,"75 EAST BROADWAY, NEW YORK, NY 10002",-73.994008,40.713388,75 E Broadway,10002,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6182,FedEx Drop Box,"152 WEST 57TH STREET, NEW YORK, NY 10019",-73.97963299999999,40.764842,152 W 57th St,10019,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6183,FedEx Drop Box,"240 KENT AVENUE, BROOKLYN, NY 11249",-73.965754,40.716896000000006,240 Kent Ave,11249,MAILING AND SHIPPING,MISC SERVICES,PERSONAL SERVICES
6184,David G Schwartz Ph.D.,"786 PINESBRIDGE ROAD, OSSINING, NY 10562",-73.789866,41.214484000000006,786 Pinesbridge Rd,10562,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6185,Allan S Mohl LCSW,"16 ROCKLEDGE AVENUE, OSSINING, NY 10562",-73.86668,41.143398,16 Rockledge Ave,10562,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6186,Center For Christian Counseling,"240 HERITAGE HILLS, SOMERS, NY 10589",-73.682209,41.336601,240 Heritage Hls,10589,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6187,Cross Road Family Counseling Center,"252 ROUTE 202ND, SOMERS, NY 10589",-73.689236,41.326938,252 Route 202,10589,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6188,Neighborhood Counselinge,"26 COURT STREET, BROOKLYN, NY 11242",-73.991004,40.693358,26 Court St,11242,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6189,Iacrl,"1400 PENNSYLVANIA AVENUE, BROOKLYN, NY 11239",-73.881999,40.646640999999995,1400 Pennsylvania Ave,11239,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6190,Saxton Group Ltd,"500 5TH AVENUE STE 1021, NEW YORK, NY 10110",-73.981205,40.753912,500 5th Ave Ste 1021,10110,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6191,Interborough Developmental & Consultation Center,"1623 KINGS HIGHWAY, BROOKLYN, NY 11229",-73.95675,40.60972,1623 Kings Hwy,11229,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6192,Relaxzen Life LLC,"1998 CONEY ISLAND AVENUE, BROOKLYN, NY 11223",-73.96246,40.608563000000004,1998 Coney Island Ave,11223,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6193,Around The Clock Counseling Services Inc,"625 MAIN STREET, NEW YORK, NY 10044",-73.94864,40.76339,625 Main St,10044,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6194,Ync Professional Consultation,"4 BAY 32ND STREET, BROOKLYN, NY 11214",-73.992662,40.600915,4 Bay 32nd St,11214,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6195,WIC State Agency,"259 BRISTOL STREET, BROOKLYN, NY 11212",-73.911099,40.6647,259 Bristol St,11212,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6196,Aka LLC,"171 SHERIDAN AVENUE, BROOKLYN, NY 11208",-73.86673,40.678416999999996,171 Sheridan Ave,11208,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6197,Hope Family Resources,"1082 EDISON AVENUE, BRONX, NY 10465",-73.826223,40.833493,1082 Edison Ave,10465,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6198,Project Renewal,"2048 MAPES AVENUE, BRONX, NY 10460",-73.886096,40.845461,2048 Mapes Ave,10460,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6199,WIC State Agency,"10324 ROOSEVELT AVENUE, CORONA, NY 11368",-73.862493,40.749784999999996,10324 Roosevelt Ave,11368,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6200,The Real McCoy Family Life Center,"20110 LINDEN BOULEVARD, SAINT ALBANS, NY 11412",-73.751161,40.694509000000004,20110 Linden Blvd,11412,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6201,Reiki Traditional Healing,"55 WEST 11TH STREET, NEW YORK, NY 10011",-73.99715400000001,40.735168,55 W 11th St,10011,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6202,Greer Ellen,"24 EAST 12TH STREET, NEW YORK, NY 10003",-73.99331,40.73385,24 E 12th St,10003,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6203,Walden Mim MS,"99 UNIVERSITY PLACE, NEW YORK, NY 10003",-73.99278000000001,40.73375,99 University Pl,10003,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6204,WIC State Agency,"88 EAST END AVENUE, NEW YORK, NY 10028",-73.946189,40.773443,88 E End Ave,10028,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6205,WIC State Agency,"760 BROADWAY, BROOKLYN, NY 11206",-73.94276500000001,40.699489,760 Broadway,11206,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6206,Community Counseling & Mediation J,"804 CLASSON AVENUE, BROOKLYN, NY 11238",-73.96106999999999,40.672984,804 Classon Ave,11238,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6207,Glenwood Family & Marriage Counseling Svce,"792 EAST 21ST STREET, BROOKLYN, NY 11210",-73.957243,40.634249,792 E 21st St,11210,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6208,WIC At Your Door,"79 WEIRFIELD STREET, BROOKLYN, NY 11221",-73.914252,40.688264000000004,79 Weirfield St,11221,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6209,New Directions Alcohol & Substance Abuse Treatment Program,"202 FLATBUSH AVENUE, BROOKLYN, NY 11217",-73.975964,40.681366,202 Flatbush Ave,11217,COUNSELORS MARRIAGE FAMILY CHILD & INDIVIDUAL,MISC SERVICES,PERSONAL SERVICES
6210,Zanzarella Marketing Consultants,"80 SPRING POND DRIVE, OSSINING, NY 10562",-73.845355,41.186673,80 Spring Pond Dr,10562,ADVERTISING AGENCIES,MISC SERVICES,PERSONAL SERVICES
6211,Diversified Advisory Services,"551 5TH AVENUE RM 3025, NEW YORK, NY 10176",-73.97886899999999,40.755387,551 5th Ave Rm 3025,10176,ADVERTISING AGENCIES,MISC SERVICES,PERSONAL SERVICES
6212,Bright Advertising,"305 MADISON AVENUE, NEW YORK, NY 10017",-73.97883900000001,40.752146,305 Madison Ave,10165,ADVERTISING AGENCIES,MISC SERVICES,PERSONAL SERVICES
6213,Highriseads Inc,"2084 EAST 8TH STREET, BROOKLYN, NY 11223",-73.963211,40.598307,2084 E 8th St,11223,ADVERTISING AGENCIES,MISC SERVICES,PERSONAL SERVICES
6214,Bronx Penny Pincher,"3797 EAST TREMONT AVENUE, BRONX, NY 10465",-73.820295,40.825223,3797 E Tremont Ave,10465,ADVERTISING AGENCIES,MISC SERVICES,PERSONAL SERVICES
6215,J P R Advertising,"305 BROADWAY STE 200, NEW YORK, NY 10007",-74.0056,40.715532,305 Broadway Ste 200,10007,ADVERTISING AGENCIES,MISC SERVICES,PERSONAL SERVICES
6216,Ignited LLC,"37 WEST 20TH STREET STE 301, NEW YORK, NY 10011",-73.9931,40.740818,37 W 20th St Ste 301,10011,ADVERTISING AGENCIES,MISC SERVICES,PERSONAL SERVICES
6217,Ossining Plumbing and Heating,"46 GRACE LANE, OSSINING, NY 10562",-73.836488,41.189233,46 Grace Ln,10562,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6218,Legacy Supply LLC,"25 FOWLER AVENUE, OSSINING, NY 10562",-73.868296,41.190152000000005,25 Fowler Ave,10562,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6219,Goldner A,"1067 ALLERTON AVENUE, BRONX, NY 10469",-73.856937,40.865724,1067 Allerton Ave,10469,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6220,Matisoff Plumbing & Heating Co,"1103 EAST GUN HILL ROAD, BRONX, NY 10469",-73.85511899999999,40.874077,1103 E Gun Hill Rd,10469,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6221,Clemente Plumbing & Heating,"739 3RD AVENUE, BROOKLYN, NY 11232",-73.999335,40.661882,739 3rd Ave,11232,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6222,Marino Plumbing,"331 38TH STREET, BROOKLYN, NY 11232",-74.005871,40.653609,331 38th St,11232,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6223,Downtown Plumbing & Heating,"577 HICKS STREET, BROOKLYN, NY 11231",-74.001334,40.683305,577 Hicks St,11231,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6224,Edgecomb Plumbing And Drain,"433 EDGECOMBE AVENUE, NEW YORK, NY 10032",-73.939982,40.830069,433 Edgecombe Ave,10032,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6225,Sp Plumbing,"1402 CASTLE HILL AVENUE, BRONX, NY 10462",-73.851754,40.835817999999996,1402 Castle Hill Ave,10462,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6226,A Addona,"323 BEACH 74TH STREET, ARVERNE, NY 11692",-73.80257399999999,40.591479,323 Beach 74th St,11692,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6227,Shor Plumbing & Heating Inc,"354 SARATOGA AVENUE, BROOKLYN, NY 11233",-73.916946,40.673604,354 Saratoga Ave,11233,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6228,Radford Plumbing and Heating,"77 RADFORD STREET, YONKERS, NY 10705",-73.896512,40.917499,77 Radford St,10705,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6229,Fraitag M Plumbing & Heating Inc,"141 MCLEAN AVENUE, YONKERS, NY 10705",-73.89113,40.916496,141 McLean Ave,10705,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6230,Gil Perez Plumbing,"86 VAN DUZER STREET, STATEN ISLAND, NY 10301",-74.07713000000001,40.635715999999995,86 Van Duzer St,10301,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6231,Demerac Plumbing & Heating Inc,"422 CASTLETON AVENUE, STATEN ISLAND, NY 10301",-74.096737,40.633457,422 Castleton Ave,10301,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6232,BG National Plumbing & Heating Inc,"13401 CRONSTON AVENUE, ROCKAWAY PARK, NY 11694",-73.854248,40.578219,13401 Cronston Ave,11694,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6233,Arl Plumbing and Heating LLC,"1601 CENTRAL AVENUE, FAR ROCKAWAY, NY 11691",-73.75178100000001,40.605086,1601 Central Ave,11691,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6234,Liberty Street Plumbing and Heating,"200 LIBERTY STREET, NEW YORK, NY 10281",-74.015555,40.710645,200 Liberty St,10281,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6235,Shining Star Plumbing and Heating,"450 NORTH END AVENUE, NEW YORK, NY 10282",-74.01368000000001,40.717148,450 N End Ave,10282,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6236,Energy Trust Llc,"551 5TH AVENUE FL 37, NEW YORK, NY 10176",-73.97886899999999,40.755387,551 5th Ave Fl 37,10176,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6237,Davis & Warshow Inc,"150 EAST 58TH STREET, NEW YORK, NY 10022",-73.967922,40.761038,150 E 58th St,10155,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6238,Penn Ave Plumbers,"1380 PENNSYLVANIA AVENUE, BROOKLYN, NY 11239",-73.88156,40.647425,1380 Pennsylvania Ave,11239,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6239,Above & Be Yondplumbing ACSW,"430 JEFFERSON STREET, BROOKLYN, NY 11237",-73.923006,40.707243,430 Jefferson St,11237,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6240,Tanks A Lot,"280 EAST 88TH STREET, BROOKLYN, NY 11236",-73.916286,40.647047,280 E 88th St,11236,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6241,82nd St Emergency Plumbing Co,"765 EAST 82ND STREET, BROOKLYN, NY 11236",-73.91195,40.63673,765 E 82nd St,11236,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
6242,0 & O & 0 & 0 1 24 Hour 1 Emergency Plumbing,"30 ROCKEFELLER PLAZA, NEW YORK, NY 10112",-73.97881,40.75884,30 Rockefeller Plz,10112,PLUMBING CONTRACTORS,MISC SERVICES,PERSONAL SERVICES
